customer_id,customer_name,email,city,state,age,gender,signup_date,last_purchase_date,preferred_category,total_orders,avg_order_value,lifetime_value,days_since_last_purchase,email_open_rate,click_rate,campaign_type,discount_offered,device_type,marketing_channel,customer_segment,cart_value,previous_returns,purchased
100568,Isha,isha100568@rediffmail.com,Kolkata,Karnataka,43.0,Male,2022-12-11,08/11/2023,Home,4,3986.98,17300.57,849,0.258,0.024,Winback,10,,WhatsApp,VIP,494.24,1,1
100569,Neha,neha100569@company.com,Lucknow,Rajasthan,26.0,Male,2023-06-02,28/06/2024,Sports,1,3025.49,2971.9,640,0.437,0.073,Welcome,5,Mobile,Email,VIP,1321.55,0,0
100570,Ananya,ananya100570@hotmail.com,Pune,Karnataka,53.0,Male,2024-11-20,30/10/2026,Beauty,8,1685.52,18426.69,-149,0.039,0.003,New Arrival,0,Mobile,WhatsApp,Returning,591.28,1,1
100571,Vivaan,vivaan100571@company.com,Mumbai,Tamil Nadu,27.0,Male,2022-10-23,27/02/2025,Sports,5,679.34,2875.45,330,0.033,0.012,Discount,15,Desktop,Email,Returning,1158.65,0,0
100572,Rahul,rahul100572@rediffmail.com,Delhi,Uttar Pradesh,32.0,Male,2023-02-18,03/06/2023,Books,1,1216.22,1868.73,982,0.27,0.093,Festive Sale,30,Desktop,Push,Dormant,457.98,0,0
100573,Kabir,kabir100573@outlook.com,Delhi,Telangana,46.0,Female,2022-05-15,23/08/2022,Grocery,3,1207.29,4801.94,1356,0.154,0.032,Welcome,25,Mobile,SMS,Budget,2036.01,0,0
100574,Isha,isha100574@gmail.com,Hyderabad,Delhi,17.0,Female,2023-06-09,01/06/2024,Electronics,2,,3383.46,732,,0.22,Festive Sale,0,Mobile,SMS,Dormant,1366.12,1,0
100575,Meera,meera100575@yahoo.com,Mumbai,Maharashtra,35.0,Male,2024-10-05,21/10/2026,Grocery,4,952.83,3598.82,-216,0.229,0.036,Welcome,15,Mobile,SMS,Premium,1186.17,0,1
100576,Ananya,ananya100576@gmail.com,Delhi,Telangana,31.0,Female,2022-01-04,05/03/2024,Toys,2,1363.53,3340.66,710,0.378,0.134,New Arrival,15,Mobile,Push,Premium,791.74,0,0
100577,Meera,meera100577@yahoo.com,Lucknow,Tamil Nadu,20.0,Female,2022-06-27,21/05/2023,Fashion,5,819.29,5739.73,1114,0.468,0.063,Discount,20,Mobile,Push,Dormant,394.4,2,0
100578,Isha,isha100578@yahoo.com,Jaipur,Tamil Nadu,20.0,Female,2024-01-16,22/06/2026,Books,4,917.08,3416.1,-19,0.061,0.005,Loyalty,5,Mobile,SMS,VIP,984.8,0,1
100579,Neha,neha100579@outlook.com,Jaipur,Tamil Nadu,45.0,Male,2022-09-16,25/05/2024,Books,5,1113.67,4524.58,698,0.354,0.068,Loyalty,30,Desktop,WhatsApp,Premium,1844.52,0,0
100580,Ananya,ananya100580@rediffmail.com,Lucknow,Uttar Pradesh,39.0,Male,2023-10-14,11/11/2024,Home,4,1301.61,8583.92,498,0.276,0.037,Cart Recovery,15,Tablet,SMS,Dormant,653.99,0,0
100581,Meera,meera100581@gmail.com,Lucknow,Maharashtra,43.0,Male,2024-12-24,27/01/2025,Home,4,1823.25,10959.01,455,0.031,,Loyalty,15,Mobile,Email,Budget,533.44,1,0
100582,Kabir,kabir100582@rediffmail.com,Chennai,Tamil Nadu,24.0,Male,2025-10-18,23/03/2026,Home,2,838.64,2522.61,-77,0.474,0.046,Loyalty,20,Mobile,Email,Returning,1585.83,1,0
100583,Aditya,aditya100583@company.com,Ahmedabad,Telangana,37.0,Female,2024-11-06,05/08/2025,Home,5,1164.27,9479.89,269,,0.166,Winback,30,Mobile,SMS,Premium,1152.16,0,1
100584,Aarav,aarav100584@outlook.com,Kolkata,West Bengal,57.0,Female,2025-05-08,07/06/2026,Books,2,1091.83,2883.11,-88,0.202,0.028,Welcome,0,Mobile,Email,Premium,1525.67,1,0
100585,Aditya,aditya100585@outlook.com,Jaipur,Delhi,32.0,,2023-06-28,18/07/2025,Books,7,2098.77,20235.96,201,0.464,0.071,Winback,30,Desktop,Push,New,1582.82,0,1
100586,Isha,isha100586@company.com,Kolkata,Uttar Pradesh,35.0,Female,2025-05-20,12/12/2025,Sports,3,1529.58,4534.06,35,0.101,0.048,Loyalty,15,Mobile,Push,Premium,926.51,0,1
100587,Vivaan,vivaan100587@gmail.com,Lucknow,Tamil Nadu,34.0,Female,2023-03-11,05/04/2025,Toys,4,,1685.96,429,0.131,0.022,New Arrival,10,Mobile,Email,Returning,714.73,0,0
100588,Aarav,aarav100588@hotmail.com,Chennai,Uttar Pradesh,33.0,Male,2025-07-20,16/03/2027,Home,3,711.32,2009.83,-426,0.158,0.025,Festive Sale,20,Tablet,SMS,Dormant,524.65,0,0
100589,Arjun,arjun100589@company.com,Lucknow,Uttar Pradesh,26.0,Male,2022-10-17,28/06/2024,Books,5,1643.72,7306.05,576,0.345,0.049,Loyalty,20,Desktop,Email,Dormant,393.15,0,0
100590,Kabir,kabir100590@gmail.com,Pune,Delhi,34.0,Male,2024-03-13,12/01/2025,Books,5,,4189.56,432,0.293,0.018,Winback,20,Mobile,WhatsApp,VIP,1973.19,0,0
100591,Arjun,arjun100591@yahoo.com,Lucknow,Rajasthan,50.0,M,2023-04-28,12/01/2025,Home,4,485.24,2355.48,454,0.079,0.008,Cart Recovery,20,Mobile,SMS,Dormant,512.45,2,0
100592,Ananya,ananya100592@outlook.com,Bengaluru,Maharashtra,33.0,Male,2022-08-22,08/02/2024,Beauty,7,1149.16,11056.0,797,0.077,0.023,Loyalty,25,Mobile,SMS,Premium,572.14,0,0
100593,Priya,priya100593@gmail.com,Delhi,West Bengal,46.0,Female,2023-02-12,26/04/2025,Fashion,4,891.73,4472.54,395,0.394,0.012,Welcome,25,Mobile,Email,Dormant,786.47,1,0
100594,Aarav,aarav100594@rediffmail.com,Jaipur,Rajasthan,63.0,Female,2023-11-25,28/02/2025,,5,2639.9,21185.32,484,0.166,0.006,Festive Sale,20,Desktop,Email,VIP,1789.43,0,1
100595,Arjun,arjun100595@rediffmail.com,Mumbai,Rajasthan,26.0,Female,2025-03-15,21/11/2025,Grocery,9,2428.79,23917.28,60,0.06,0.026,Welcome,0,Mobile,Email,New,1140.38,0,1
100596,Arjun,arjun100596@outlook.com,Chennai,Rajasthan,39.0,Female,2023-07-16,07/04/2024,,3,1456.43,6825.4,689,0.306,0.096,Cart Recovery,20,Tablet,Email,Budget,832.05,1,0
100597,Meera,meera100597@company.com,Kolkata,Uttar Pradesh,22.0,Female,2023-03-06,19/07/2025,Books,2,1256.32,2995.44,295,0.491,0.067,Welcome,5,Mobile,Push,Returning,408.41,1,0
100598,Aditya,aditya100598@hotmail.com,Chennai,West Bengal,33.0,Female,2023-03-08,02/10/2023,Sports,6,2678.43,14852.83,975,0.179,0.011,Discount,30,Mobile,Email,Returning,1225.92,0,0
100599,Meera,meera100599@company.com,,West Bengal,59.0,Female,2023-05-12,28/11/2024,Fashion,3,1136.94,5386.56,421,0.362,0.063,Discount,20,Mobile,Push,VIP,656.61,0,0
100600,Aarav,aarav100600@gmail.com,Mumbai,Telangana,,Male,2024-09-09,01/03/2026,Grocery,5,2027.17,12572.28,-28,0.491,0.109,New Arrival,20,Mobile,SMS,Returning,976.22,0,1
100601,Aarav,aarav100601@company.com,Jaipur,Maharashtra,37.0,Male,2025-01-17,01/05/2027,Books,2,1571.44,2910.39,-345,0.27,0.102,Welcome,10,Mobile,Email,New,260.66,0,0
100602,Isha,isha100602@outlook.com,Kolkata,Tamil Nadu,22.0,Male,2024-09-23,07/02/2026,Home,6,1645.7,9571.48,-25,0.396,0.037,Discount,20,Mobile,Push,Budget,488.98,0,1
100603,Meera,meera100603@gmail.com,Pune,West Bengal,28.0,Male,2024-06-15,10/11/2025,Books,2,2535.98,4387.05,196,0.178,0.041,Winback,20,Mobile,Email,Premium,892.58,1,0
100604,Riya,riya100604@yahoo.com,Kolkata,Gujarat,,Female,2024-04-06,06/11/2025,Sports,6,795.3,6584.13,82,0.097,0.028,Festive Sale,15,,Email,Returning,960.62,0,0
100605,Rahul,rahul100605@company.com,Ahmedabad,West Bengal,24.0,Male,2025-06-18,12/11/2025,Beauty,3,2715.79,9180.74,194,0.127,0.005,Loyalty,30,Mobile,SMS,New,570.63,0,0
100606,Aditya,aditya100606@company.com,Delhi,Tamil Nadu,42.0,Female,2024-02-17,27/05/2026,Books,2,1327.34,4432.72,19,0.168,0.047,Welcome,5,,Email,Premium,1178.48,0,1
100607,Aarav,aarav100607@hotmail.com,Lucknow,Rajasthan,41.0,Male,2022-08-11,27/11/2024,Toys,3,1488.32,5735.65,413,0.182,0.091,New Arrival,30,Mobile,Email,New,2584.76,0,0
100608,Isha,isha100608@gmail.com,Kolkata,Telangana,32.0,Male,2023-04-13,13/01/2025,Beauty,4,1320.3,5391.59,494,0.369,0.027,New Arrival,5,Mobile,WhatsApp,New,488.92,0,0
100609,Priya,priya100609@rediffmail.com,Ahmedabad,Uttar Pradesh,29.0,Female,2023-07-23,13/10/2023,Electronics,3,890.02,3551.21,950,0.626,0.059,Welcome,20,Mobile,WhatsApp,Premium,1147.29,0,0
100610,Meera,meera100610@company.com,Bengaluru,Maharashtra,41.0,Male,2025-09-07,18/10/2025,Grocery,0,3619.05,0.0,143,0.367,0.057,Cart Recovery,20,Mobile,WhatsApp,VIP,1435.86,1,1
100611,Aditya,aditya100611@outlook.com,Lucknow,Telangana,51.0,Female,2023-01-10,14/06/2023,Sports,4,613.25,2013.47,999,0.294,0.028,Loyalty,15,Mobile,Email,New,629.99,1,0
100612,Priya,priya100612@company.com,Hyderabad,Delhi,44.0,Female,2025-02-09,09/12/2026,Toys,3,1352.18,3865.29,-288,0.432,0.118,New Arrival,20,Mobile,Email,Premium,1616.22,0,0
100613,Meera,meera100613@hotmail.com,Ahmedabad,Tamil Nadu,35.0,Female,2023-06-11,05/09/2024,Books,3,2257.6,11075.83,511,0.259,0.06,New Arrival,15,Desktop,Email,VIP,417.73,0,0
100614,Arjun,arjun100614@yahoo.com,Bengaluru,Telangana,43.0,Male,2023-02-16,26/10/2024,Electronics,1,1362.75,1120.32,520,0.183,0.008,Discount,10,,SMS,Premium,636.76,1,0
100615,Priya,priya100615@hotmail.com,Delhi,West Bengal,44.0,Male,2022-09-26,06/07/2023,Sports,6,,51370.18,954,0.297,0.031,Welcome,15,Desktop,Email,Returning,5533.3,1,1
100616,Isha,isha100616@company.com,Ahmedabad,Maharashtra,36.0,Male,2023-09-18,23/03/2024,Fashion,5,1036.69,7075.63,780,0.208,0.018,New Arrival,10,Mobile,Email,Returning,817.57,1,0
100617,Aditya,aditya100617@rediffmail.com,Hyderabad,West Bengal,36.0,Male,2025-06-29,07/03/2027,Beauty,3,696.38,2106.91,-287,0.258,0.028,Cart Recovery,20,Mobile,Email,Budget,545.66,2,0
100618,Neha,neha100618@company.com,Jaipur,Rajasthan,29.0,Male,2024-10-08,23/06/2026,Books,6,786.38,4155.47,-108,0.275,0.023,Discount,10,Mobile,WhatsApp,Premium,1014.97,0,0
100619,Ananya,ananya100619@gmail.com,Bengaluru,West Bengal,42.0,Male,2025-10-29,14/02/2027,Home,6,1831.32,9820.12,-387,0.358,,Winback,25,Mobile,Email,Dormant,3511.5,1,0
100620,Ananya,ananya100620@company.com,Kolkata,Tamil Nadu,32.0,Female,2023-03-26,13/08/2024,Fashion,4,3869.07,24049.78,573,0.398,0.071,Festive Sale,5,Mobile,Email,New,623.92,0,1
100621,Aditya,aditya100621@rediffmail.com,Bengaluru,Uttar Pradesh,24.0,Female,2024-03-12,22/07/2024,Books,2,1944.2,5985.36,675,0.475,0.244,Discount,20,Mobile,WhatsApp,Premium,552.58,0,1
100622,Priya,priya100622@gmail.com,Jaipur,Maharashtra,25.0,Male,2025-10-23,20/07/2026,Home,3,712.59,3314.57,-56,0.299,0.01,Winback,25,Desktop,WhatsApp,Returning,1858.54,1,1
100623,Meera,meera100623@outlook.com,Delhi,Gujarat,34.0,Male,2024-04-01,13/12/2025,Home,3,970.95,4848.67,198,0.121,0.01,Discount,15,Desktop,SMS,Dormant,1016.83,1,0
100624,Isha,isha100624@gmail.com,Pune,West Bengal,25.0,Female,2022-09-12,23/11/2022,Sports,5,2932.4,16883.78,1140,0.294,0.036,Winback,5,Desktop,Push,New,3450.47,0,0
100625,Rahul,rahul100625@hotmail.com,Bengaluru,West Bengal,61.0,,2025-07-15,23/09/2026,Beauty,2,947.55,3078.13,-184,0.437,0.053,New Arrival,15,Mobile,Email,Budget,518.9,0,0
100626,Ananya,ananya100626@yahoo.com,Pune,Gujarat,39.0,Female,2022-05-06,09/09/2024,Home,7,920.67,6092.51,601,0.053,0.004,Cart Recovery,5,Mobile,Push,Premium,371.03,0,0
100627,Isha,isha100627@hotmail.com,Lucknow,West Bengal,29.0,Male,2024-02-01,19/11/2024,Home,4,4380.87,28831.03,574,0.207,0.07,Festive Sale,10,Mobile,Email,New,421.92,0,1
100628,Ananya,ananya100628@gmail.com,Lucknow,Gujarat,,Male,2024-03-09,23/12/2025,Home,7,,5328.28,113,0.493,0.244,Festive Sale,25,Tablet,Email,Dormant,1216.34,1,0
100629,Arjun,arjun100629@outlook.com,Delhi,Tamil Nadu,41.0,Male,2025-09-19,30/10/2027,Beauty,6,1998.11,13993.23,-634,0.366,0.063,Discount,30,Mobile,Email,Premium,2484.23,0,1
100630,Meera,meera100630@company.com,Delhi,West Bengal,36.0,Female,2023-07-19,13/08/2025,Beauty,3,1170.82,4439.12,194,0.043,0.024,Discount,5,Desktop,WhatsApp,Premium,800.72,0,1
100631,Arjun,arjun100631@gmail.com,Mumbai,Delhi,24.0,Female,2025-10-23,02/01/2027,Toys,7,2110.28,22495.67,-285,0.473,0.1,Festive Sale,20,Mobile,Email,New,969.73,0,1
100632,Ananya,ananya100632@hotmail.com,Kolkata,Uttar Pradesh,33.0,Female,2023-04-01,30/07/2025,Home,3,3256.43,11238.16,248,1.4,0.05,Winback,0,Mobile,Email,Returning,1491.83,1,0
100633,Neha,neha100633@gmail.com,,Karnataka,32.0,Female,2024-12-26,23/10/2026,Electronics,5,2236.69,12384.59,-231,0.152,0.017,Loyalty,10,Desktop,Email,Premium,598.38,0,1
100634,Neha,neha100634@gmail.com,Delhi,Uttar Pradesh,29.0,Male,2024-12-25,16/10/2026,Fashion,3,481.7,2434.27,-202,0.208,0.089,Festive Sale,40,Desktop,SMS,New,596.29,1,0
100635,Arjun,arjun100635@gmail.com,Jaipur,Karnataka,26.0,Male,2024-06-30,28/08/2024,Grocery,2,2678.83,4645.75,519,0.174,0.036,Cart Recovery,30,Mobile,WhatsApp,Premium,247.66,0,0
100636,Neha,neha100636@outlook.com,Lucknow,Rajasthan,43.0,Female,2024-05-11,29/12/2025,Beauty,2,2929.77,4822.58,43,,0.051,Discount,0,Desktop,Email,New,1871.31,0,0
100637,Ananya,ananya100637@rediffmail.com,Lucknow,West Bengal,39.0,Male,2023-09-09,12/08/2025,electronics,3,1499.61,3828.61,246,0.351,0.068,New Arrival,25,Mobile,Email,Budget,1361.14,2,0
100638,Aditya,aditya100638@rediffmail.com,Kolkata,Rajasthan,39.0,Male,2023-02-04,27/12/2023,Home,5,1787.89,14506.69,798,0.37,0.1,Welcome,5,Mobile,SMS,Budget,790.75,0,1
100639,Arjun,arjun100639@gmail.com,Mumbai,Maharashtra,15.0,Female,2022-10-14,13/04/2023,Home,1,1004.01,1013.55,1153,0.365,,Welcome,15,Mobile,Email,New,2277.38,0,0
100640,Rahul,rahul100640@outlook.com,Delhi,Maharashtra,30.0,Female,2022-07-05,10/09/2024,Fashion,4,1208.13,4056.06,543,0.304,0.054,Discount,25,Desktop,Email,VIP,786.9,0,0
100641,Rahul,rahul100641@outlook.com,Delhi,Tamil Nadu,46.0,Female,2022-10-11,03/12/2024,Electronics,5,722.18,5257.06,505,0.248,0.105,Festive Sale,20,Mobile,Email,Premium,3846.92,0,0
100642,Vivaan,vivaan100642@gmail.com,Jaipur,Rajasthan,38.0,Male,2023-10-12,16/11/2025,Home,3,2023.44,8355.12,145,0.097,0.011,Loyalty,25,Mobile,Email,Budget,1639.48,1,1
100643,Priya,priya100643@hotmail.com,Mumbai,Uttar Pradesh,,Male,2023-11-22,28/01/2025,,5,1364.96,10323.0,510,0.22,0.027,Festive Sale,5,Mobile,SMS,Dormant,465.0,1,1
100644,Meera,meera100644@hotmail.com,Chennai,Uttar Pradesh,51.0,Female,2022-08-25,25/01/2024,Books,2,1600.23,4068.9,851,0.313,0.13,Loyalty,20,Desktop,WhatsApp,Returning,955.48,0,1
100645,Neha,neha100645@yahoo.com,Lucknow,Uttar Pradesh,10.0,Female,2024-11-07,06/08/2026,Sports,5,1778.56,8532.04,-47,0.47,0.091,Welcome,15,Mobile,Email,VIP,1005.16,0,1
100646,Neha,neha100646@gmail.com,Kolkata,Telangana,35.0,Female,2024-03-25,15/06/2024,Sports,5,818.61,4344.95,630,0.396,0.055,Winback,10,Mobile,Email,Premium,2549.46,1,0
100647,Priya,priya100647@yahoo.com,Chennai,Rajasthan,51.0,Female,2024-07-16,12/08/2024,Grocery,6,1575.74,8084.27,574,0.551,0.156,Loyalty,30,Mobile,Email,Dormant,458.45,0,0
100648,Aarav,aarav100648@hotmail.com,Jaipur,Tamil Nadu,18.0,Female,2023-02-18,10/11/2023,Sports,5,,5065.37,816,0.163,0.014,Cart Recovery,10,Mobile,Email,New,1614.02,1,0
100649,Riya,riya100649@hotmail.com,Ahmedabad,Telangana,29.0,Male,2022-01-09,18/10/2022,Beauty,3,447.11,1854.93,1171,0.182,0.019,Cart Recovery,10,Mobile,WhatsApp,VIP,468.76,0,0
100650,Arjun,arjun100650@gmail.com,Jaipur,West Bengal,20.0,Female,2023-02-24,26/03/2024,Home,3,2431.4,10303.46,796,0.329,0.077,New Arrival,20,Mobile,Email,Premium,2035.93,0,0
100651,Kabir,kabir100651@yahoo.com,Jaipur,Rajasthan,48.0,Male,2022-01-29,01/03/2024,Fashion,1,397.24,667.31,804,0.411,0.096,Winback,10,Mobile,WhatsApp,VIP,790.69,2,0
100652,Neha,neha100652@yahoo.com,Ahmedabad,Gujarat,26.0,Female,2022-12-14,12/11/2024,Books,8,566.78,3873.08,430,0.483,0.155,Discount,20,Mobile,Email,VIP,431.44,0,0
100653,Meera,meera100653@gmail.com,Jaipur,Tamil Nadu,44.0,Male,2023-10-23,08/11/2024,Grocery,2,581.93,999.25,420,0.197,0.015,Loyalty,10,Mobile,Email,Budget,1177.86,1,0
100654,Vivaan,vivaan100654@yahoo.com,Chennai,Uttar Pradesh,48.0,Female,2023-07-30,17/10/2025,Electronics,8,1249.38,14638.23,191,0.585,0.138,Discount,30,Mobile,Email,Dormant,940.11,0,1
100655,Rahul,rahul100655@company.com,Mumbai,Tamil Nadu,21.0,Male,2023-03-26,26/10/2024,Electronics,5,1203.91,10085.67,507,0.211,0.017,Loyalty,30,Mobile,Push,Budget,1589.36,1,0
100656,Neha,neha100656@hotmail.com,Kolkata,Gujarat,19.0,Female,2023-01-15,29/11/2023,Beauty,0,788.78,0.0,790,0.252,0.126,Welcome,5,Tablet,WhatsApp,VIP,353.74,0,0
100657,Vivaan,vivaan100657@rediffmail.com,Jaipur,Maharashtra,39.0,Female,2023-11-30,16/03/2026,,4,2073.92,12704.21,-56,0.376,0.08,Winback,10,Mobile,WhatsApp,VIP,695.76,0,1
100658,Ananya,ananya100658@outlook.com,Kolkata,Gujarat,42.0,Male,2023-01-01,02/09/2024,Electronics,0,1440.62,0.0,513,0.415,0.1,Discount,0,Mobile,Email,Dormant,456.12,2,0
100659,Ananya,ananya100659@yahoo.com,Jaipur,Tamil Nadu,33.0,Male,2025-06-04,13/12/2025,Grocery,0,2055.22,0.0,53,0.102,0.011,Festive Sale,25,Mobile,Email,Dormant,1439.09,0,0
100660,Riya,riya100660@yahoo.com,Kolkata,Telangana,34.0,Female,2025-02-15,29/09/2025,Beauty,6,1854.86,10902.78,208,,0.024,Loyalty,25,Desktop,Email,Dormant,1718.23,1,0
100661,Aditya,aditya100661@outlook.com,Mumbai,Telangana,49.0,Male,2023-02-16,11/05/2024,Grocery,5,2914.39,16406.49,667,0.156,0.018,Cart Recovery,15,Mobile,WhatsApp,Budget,1014.06,0,0
100662,Kabir,kabir100662@yahoo.com,Hyderabad,West Bengal,32.0,Female,2024-08-08,05/02/2025,Books,3,512.3,2077.08,378,0.447,0.141,Welcome,5,Mobile,Email,Dormant,939.14,0,0
100663,Aarav,aarav100663@outlook.com,Bengaluru,Telangana,,Male,2022-12-22,13/11/2023,Electronics,6,976.78,5736.18,786,0.203,0.062,New Arrival,30,Mobile,Push,Premium,420.97,0,0
100664,Riya,riya100664@gmail.com,Ahmedabad,Karnataka,,Female,2022-09-11,07/05/2024,Electronics,4,2035.08,12623.45,640,0.125,0.01,New Arrival,25,Mobile,SMS,VIP,946.55,0,1
100665,Isha,isha100665@company.com,Kolkata,Tamil Nadu,58.0,,2023-12-28,12/10/2025,Books,5,471.97,3582.56,195,0.261,0.022,Discount,30,Mobile,Email,Dormant,293.45,1,0
100666,Aarav,aarav100666@company.com,Bengaluru,Uttar Pradesh,25.0,Male,2023-11-12,01/06/2024,,4,1088.84,6302.43,731,0.097,,New Arrival,15,Tablet,SMS,New,3172.38,0,0
100667,Arjun,arjun100667@hotmail.com,Ahmedabad,Maharashtra,46.0,Female,2025-01-09,14/02/2026,Sports,5,550.33,3737.0,70,0.135,0.035,Loyalty,40,Mobile,Email,VIP,528.67,1,1
100668,Meera,meera100668@rediffmail.com,Kolkata,Rajasthan,24.0,Female,2024-12-05,09/09/2026,Sports,6,1858.46,11120.45,-211,0.109,0.031,Discount,30,Desktop,SMS,Premium,800.57,1,1
100669,Isha,isha100669@yahoo.com,Jaipur,Delhi,42.0,Female,2024-12-08,24/03/2026,Electronics,5,2620.51,20741.33,-2,0.251,0.097,Cart Recovery,20,Mobile,Email,New,739.68,0,1
100670,Isha,isha100670@rediffmail.com,Bengaluru,Rajasthan,34.0,Female,2024-03-20,07/05/2026,Sports,5,1153.08,7609.25,-65,0.122,,Cart Recovery,25,Mobile,Email,VIP,804.71,1,1
100671,Riya,riya100671@gmail.com,Ahmedabad,Maharashtra,37.0,Male,2025-07-30,06/05/2027,Sports,6,1146.47,6814.94,-322,0.06,0.012,Loyalty,25,Desktop,Email,Dormant,2225.0,1,1
100672,Priya,priya100672@company.com,Jaipur,Uttar Pradesh,41.0,Male,2023-04-18,23/09/2025,Sports,5,3176.37,23238.78,241,0.197,0.057,Loyalty,10,Desktop,Email,Budget,2748.03,0,1
100673,Aditya,aditya100673@gmail.com,Delhi,Gujarat,36.0,,2023-02-20,17/08/2023,Home,6,1264.31,6284.94,869,0.256,0.004,Welcome,25,Mobile,Email,VIP,1087.26,0,0
100674,Priya,priya100674@gmail.com,Lucknow,Gujarat,36.0,Female,2024-09-05,03/08/2026,Sports,4,1101.07,4387.65,-127,0.267,0.026,Welcome,15,Mobile,Email,VIP,877.96,0,0
100675,Riya,riya100675@yahoo.com,Chennai,Delhi,15.0,Female,2023-08-23,09/09/2023,Books,5,2430.66,12203.82,892,0.336,0.044,Winback,20,Tablet,Email,Dormant,926.4,1,0
100676,Arjun,arjun100676@gmail.com,Ahmedabad,West Bengal,48.0,Other,2025-02-18,26/05/2026,Toys,6,2321.36,14798.63,33,0.277,0.1,Winback,10,Mobile,Email,Budget,458.2,0,1
100677,Rahul,rahul100677@company.com,Kolkata,Karnataka,49.0,Male,2024-10-23,04/02/2027,Grocery,3,1879.68,4685.69,-345,0.298,0.058,New Arrival,40,Desktop,Email,Budget,491.63,1,1
100678,Neha,neha100678@rediffmail.com,Delhi,Telangana,33.0,,2025-09-01,02/05/2027,Sports,2,1345.75,4194.21,-475,,0.005,New Arrival,15,Mobile,SMS,Budget,918.35,0,0
100679,Neha,neha100679@company.com,Hyderabad,Tamil Nadu,40.0,Male,2023-04-05,01/10/2024,Books,5,2645.93,11742.86,457,0.479,0.043,New Arrival,40,,Email,Premium,632.89,0,1
100680,Aditya,aditya100680@yahoo.com,Chennai,Uttar Pradesh,48.0,Male,2025-06-04,11/07/2026,Fashion,2,1484.26,4590.16,-89,0.315,0.117,Welcome,10,Mobile,Email,Returning,463.43,0,0
100681,Arjun,arjun100681@company.com,Hyderabad,West Bengal,40.0,Male,2022-03-20,16/04/2023,Home,4,1255.03,4830.57,1024,0.146,0.035,Festive Sale,15,Mobile,Push,New,949.18,0,0
100682,Aditya,aditya100682@outlook.com,Delhi,Rajasthan,29.0,Male,2024-02-14,09/12/2024,Grocery,5,1495.3,11640.02,499,0.431,0.102,Festive Sale,20,,SMS,New,426.2,2,0
100683,Vivaan,vivaan100683@rediffmail.com,Ahmedabad,Rajasthan,22.0,Female,2024-12-30,15/12/2025,Toys,4,2188.03,7230.85,62,0.047,,Festive Sale,0,Desktop,Email,Budget,1122.41,0,1
100684,Priya,priya100684@outlook.com,Jaipur,Karnataka,40.0,Female,2024-06-14,17/12/2024,Fashion,3,1874.53,8469.31,526,0.52,0.168,Loyalty,15,Desktop,Email,New,507.95,0,0
100685,Neha,neha100685@outlook.com,Kolkata,Telangana,35.0,Male,2025-05-05,16/04/2026,Books,3,2811.66,10792.72,50,0.264,0.031,Loyalty,25,Mobile,Email,New,733.55,0,0
100686,Isha,isha100686@hotmail.com,Delhi,Gujarat,34.0,Male,2022-02-27,11/11/2023,Grocery,6,1550.85,9255.47,880,0.506,0.168,Loyalty,30,Mobile,Email,New,622.33,1,0
100687,Priya,priya100687@yahoo.com,Kolkata,Uttar Pradesh,26.0,Male,2023-09-16,28/10/2024,,5,951.0,5543.57,597,0.156,0.053,Festive Sale,50,,Email,Dormant,942.06,2,0
100688,Kabir,kabir100688@gmail.com,Pune,Telangana,31.0,Female,2022-02-17,16/03/2024,Sports,4,1283.75,4556.69,712,0.34,0.046,Loyalty,5,Mobile,Email,New,1270.18,0,0
100689,Meera,meera100689@outlook.com,Mumbai,Karnataka,37.0,,2025-04-23,02/07/2025,Home,4,1100.3,4064.61,233,0.3,0.047,Loyalty,50,Mobile,Email,Budget,3058.55,0,0
100690,Arjun,arjun100690@company.com,Mumbai,Tamil Nadu,31.0,Male,2024-04-18,17/07/2026,Fashion,1,1227.61,1387.66,-176,0.104,0.016,Loyalty,15,Desktop,Email,Dormant,2129.13,2,1
100691,Aarav,aarav100691@gmail.com,Kolkata,Karnataka,34.0,Male,2022-06-14,06/05/2023,Beauty,11,1255.99,16180.93,1038,0.482,0.031,Festive Sale,10,Mobile,WhatsApp,Premium,778.63,0,0
100692,Aditya,aditya100692@company.com,Lucknow,Tamil Nadu,34.0,Female,2025-09-16,15/04/2026,Grocery,5,1887.47,14141.01,31,0.194,0.033,Winback,25,Mobile,Push,Dormant,1309.67,0,1
100693,Priya,priya100693@company.com,Chennai,Rajasthan,,Male,2022-11-26,30/09/2023,Fashion,5,,10129.68,883,0.146,0.048,New Arrival,0,Mobile,Email,Budget,445.76,1,0
100694,Meera,meera100694@gmail.com,Ahmedabad,Delhi,20.0,Female,2025-02-18,05/06/2025,Grocery,4,1550.02,6299.92,274,0.354,0.134,New Arrival,30,Tablet,Email,Returning,2985.64,1,1
100695,Priya,priya100695@gmail.com,Chennai,Maharashtra,,Female,2022-08-01,24/01/2023,Beauty,4,1393.2,5380.5,1108,0.114,0.011,New Arrival,25,Tablet,SMS,VIP,1281.48,2,0
100696,Aarav,aarav100696@company.com,Lucknow,Delhi,23.0,Female,2023-05-22,21/07/2024,Fashion,6,1541.02,8797.5,557,0.3,0.051,Winback,30,Mobile,Email,New,685.39,1,0
